molecule,domain,start,end
AB000OMW06,CLP_protease,19,198
AB000OMWBO,CLP_protease,24,197
AB000ON6VW,CLP_protease,13,192
AB000ON7G5,CLP_protease,15,188
AB000ON7Y5,CLP_protease,23,202
AB000ONEVI,CLP_protease,22,200
AB000ONFXP,CLP_protease,38,218
AB000ONFXQ,CLP_protease,20,192
AB000ONLR7,CLP_protease,10,179
AB000ONLR8,CLP_protease,30,207
AB000OOK54,CLP_protease,19,200
AB000OQ2JD,CLP_protease,13,192
AB000OQ4AZ,CLP_protease,14,192
AB000OQ5CA,SDH_sah,55,118
AB000OQIAA,CLP_protease,13,192
AB000OQL5V,CLP_protease,15,194
AB000OQL5W,CLP_protease,17,186
AB000OQL7V,CLP_protease,29,206
AB000OQL7W,CLP_protease,9,181
AB000OS5XZ,CLP_protease,16,189
AB000OS5Y0,CLP_protease,40,220
AB000OS70S,CLP_protease,24,201
AB000OTAVA,CLP_protease,13,191
AB000OU2LY,SDH_sah,45,101
AB000OU2QC,CLP_protease,13,192
AB000OU35D,SDH_sah,32,91
AB000OU6B8,CLP_protease,10,184
AB000OU6B9,CLP_protease,15,194
AB000OU7SZ,CLP_protease,31,206
AB000OU7T0,CLP_protease,33,206
AB000OVCIH,CLP_protease,15,194
AB000OVDOI,CLP_protease,12,191
AB000OXXCL,CLP_protease,21,200
AB000OXXLU,CLP_protease,17,195
AB000OXY36,CLP_protease,20,189
AB000OXZDN,SDH_sah,27,184
AB000OYU2T,SDH_sah,35,130
AB000OYVVB,CLP_protease,13,192
AB000OYXQ3,CLP_protease,13,192
AB000OYY0G,CLP_protease,13,192
AB000OYZS3,CLP_protease,13,192
AB000OZ0RF,SDH_sah,23,87
AB000OZ1RR,CLP_protease,14,191
AB000OZ400,CLP_protease,13,192
AB000OZ4K8,CLP_protease,13,192
AB000OZ4LB,CLP_protease,37,174
AB000OZ8V5,CLP_protease,13,190
AB000OZA9W,CLP_protease,13,192
AB000OZF6G,CLP_protease,13,192
AB000OZG6V,CLP_protease,14,190
AB000P0KJ3,CLP_protease,17,196
AB000P0MCG,SDH_sah,64,130
AB000P0NJT,CLP_protease,29,208
AB000P0W1O,CLP_protease,26,205
AB000P0YBV,CLP_protease,78,205
AB000P0YBV,Mu-like_gpT,546,618
AB000P129I,CLP_protease,16,189
AB000P129J,CLP_protease,32,212
AB000P13D9,CLP_protease,20,199
AB000P41UR,CLP_protease,15,194
AB000P41US,CLP_protease,10,182
AB000P42EU,CLP_protease,13,186
AB000P42EV,CLP_protease,25,202
AB000P44QT,CLP_protease,16,186
AB000P44QU,CLP_protease,17,193
AB000P462L,CLP_protease,21,198
AB000P462M,CLP_protease,15,189
AB000P553A,CLP_protease,25,198
AB000P553B,CLP_protease,33,208
AB000P55H5,CLP_protease,36,204
AB000P58HY,CLP_protease,16,193
AB000P58HZ,CLP_protease,20,190
AB000P594R,CLP_protease,16,190
AB000P5VQQ,CLP_protease,18,197
AB000P63E7,CLP_protease,13,192
AB000P64Z4,CLP_protease,13,191
AB000P66B9,CLP_protease,13,192
AB000P6IE6,CLP_protease,13,191
AB000P6IX1,CLP_protease,17,192
AB000PE9UI,SDH_sah,44,109
AB000PEB19,CLP_protease,13,192
AB000PFDYN,CLP_protease,69,203
AB000PFETJ,CLP_protease,22,201
AB000PG39B,CLP_protease,17,192
AB000PG3BB,CLP_protease,13,191
AB000PG47S,CLP_protease,12,185
AB000PGFIK,CLP_protease,13,191
AB000PGFY2,SDH_sah,43,188
AB000PGGJZ,CLP_protease,13,192
AB000PGISL,CLP_protease,13,191
AB000PGLOX,CLP_protease,13,192
AB000PGOGH,CLP_protease,26,205
AB000PGSHS,SDH_sah,46,114
AB000PGTIF,CLP_protease,12,194
AB000PH7L0,CLP_protease,12,191
AB000PH8X9,CLP_protease,41,177
AB000PHDFR,CLP_protease,21,200
AB000PHJ4T,CLP_protease,18,197
AB000PJSI5,SDH_sah,57,117
AB000PJSYS,CLP_protease,14,192
AB000PJTW5,SDH_sah,55,116
AB000PJUVQ,CLP_protease,13,192
AB000PJVQF,CLP_protease,13,192
AB000PKFLI,CLP_protease,63,202
AB000PKHJU,CLP_protease,20,199
AB000PM6YQ,CLP_protease,48,223
AB000PM8E7,CLP_protease,9,166
AB000PODSY,CLP_protease,28,202
AB000PODSZ,CLP_protease,17,192
AB000POFI7,CLP_protease,27,203
AB000POFI8,CLP_protease,17,191
AB000POGAH,CLP_protease,17,192
AB000POGAI,CLP_protease,27,203
AB000POGBR,CLP_protease,32,176
AB000POOBA,CLP_protease,15,192
AB000POOFH,CLP_protease,16,188
AB000PPTB2,CLP_protease,48,223
AB000PPTSB,SDH_sah,29,94
AB000PQ1C1,CLP_protease,60,192
AB000PQ1VZ,CLP_protease,48,223
AB000PR523,CLP_protease,38,215
AB000PR524,CLP_protease,7,181
AB000PR5SG,CLP_protease,15,194
AB000PR5SH,CLP_protease,16,185
AB000PUNIL,CLP_protease,15,192
AB000PUQ73,CLP_protease,29,208
AB000PY9DA,CLP_protease,23,192
AB000PY9ES,CLP_protease,34,213
AB000PYJE7,CLP_protease,32,206
AB000PYJE8,CLP_protease,48,229
AB000PYK6K,CLP_protease,15,185
AB000PYK6L,CLP_protease,15,194
AB000Q0IY5,CLP_protease,43,217
AB000Q0YIA,CLP_protease,10,185
AB000Q0YJ9,CLP_protease,13,192
AB000Q0ZOO,CLP_protease,13,192
AB000Q1XY6,CLP_protease,32,209
AB000Q1XY7,CLP_protease,9,182
AB000Q1Z3G,CLP_protease,15,193
AB000Q1Z3H,CLP_protease,16,185
AB000Q2N1Y,CLP_protease,37,216
AB000Q2X1S,CLP_protease,39,214
AB000Q2X1T,CLP_protease,11,185
AB000Q306L,SDH_sah,71,132
AB000Q326H,CLP_protease,13,192
AB000Q3NBW,Mu-like_Pro,273,408
AB000Q3NBW,SDH_sah,66,124
AB000Q3NI9,CLP_protease,36,212
AB000Q3NIA,CLP_protease,12,185
AB000Q3P5Z,CLP_protease,16,193
AB000Q3P60,CLP_protease,15,186
AB000Q5IL8,CLP_protease,17,185
AB000Q5IL9,CLP_protease,15,193
AB000Q5JCX,CLP_protease,36,213
AB000Q5JCY,CLP_protease,18,191
AB000Q5WP6,CLP_protease,24,203
AB000Q6JE8,CLP_protease,48,178
AB000Q6JE8,Mu-like_gpT,524,596
AB000Q6KKG,CLP_protease,48,178
AB000Q6KKG,Mu-like_gpT,524,596
AB000Q6LA3,CLP_protease,26,205
AB000Q6N2J,CLP_protease,14,189
AB000Q6N99,CLP_protease,13,192
AB000Q7Q0L,SDH_sah,78,146
AB000Q7QGG,CLP_protease,23,195
AB000Q7QGH,CLP_protease,17,193
AB000Q7RBN,CLP_protease,13,192
AB000Q7SRK,CLP_protease,13,191
AB000Q7UD7,CLP_protease,13,192
AB000Q7YAB,CLP_protease,9,179
AB000Q7ZF7,CLP_protease,13,182
AB000Q7ZF8,CLP_protease,15,194
AB000Q81GQ,CLP_protease,35,210
AB000Q81GR,CLP_protease,12,186
AB000Q881S,CLP_protease,20,200
AB000Q89F9,CLP_protease,41,221
AB000Q89FA,CLP_protease,19,191
AB000Q8AFX,CLP_protease,15,195
AB000Q8AFY,CLP_protease,28,199
AB000Q8H9P,CLP_protease,16,189
AB000Q8H9Q,CLP_protease,37,217
AB000Q8IDK,CLP_protease,20,199
AB000Q8IN6,CLP_protease,15,195
AB000Q8IN7,CLP_protease,30,201
AB000QA8UJ,CLP_protease,13,192
AB000QAA7G,CLP_protease,13,192
AB000QABOW,CLP_protease,13,191
AB000QBP8T,CLP_protease,21,200
AB000QBPGU,CLP_protease,17,196
AB000QC2SE,CLP_protease,17,195
AB000QC3LN,CLP_protease,21,200
AB000QCS0D,CLP_protease,13,192
AB000QCZ4F,CLP_protease,24,196
AB000QCZ4G,CLP_protease,15,195
AB000QCZJO,CLP_protease,20,200
AB000QD0VQ,CLP_protease,37,217
AB000QD0VR,CLP_protease,16,189
AB000QD5QN,CLP_protease,27,206
AB000QE3DZ,CLP_protease,12,187
AB000QE3E0,CLP_protease,51,228
AB000QE4GU,CLP_protease,100,230
AB000QE4GU,Mu-like_Pro,263,404
AB000QGWVK,CLP_protease,48,216
AB000QGWVL,CLP_protease,18,196
AB000QGWVX,CLP_protease,11,190
AB000QGXOR,CLP_protease,11,190
AB000QH2YK,CLP_protease,13,192
AB000QH4QY,CLP_protease,12,191
AB000QH57K,CLP_protease,15,194
AB000QH6O2,CLP_protease,21,200
AB000QH812,CLP_protease,29,209
AB000QH813,CLP_protease,17,188
AB000QHCE4,CLP_protease,15,195
AB000QHCE5,CLP_protease,25,196
AB000QHVJD,CLP_protease,48,223
AB000QHW4Q,CLP_protease,13,180
AB000QHXTC,CLP_protease,24,203
AB000QHY46,CLP_protease,40,210
AB000QJ1ZJ,CLP_protease,22,201
AB000QJ4CQ,CLP_protease,21,200
AB000QJ694,CLP_protease,13,192
AB000QJ87N,CLP_protease,25,203
AB000QJMRV,CLP_protease,13,191
AB000QJN5M,CLP_protease,13,192
AB000QJSTR,CLP_protease,36,170
AB000QJTF8,CLP_protease,14,195
AB000QJUJG,CLP_protease,20,199
AB000QJUST,CLP_protease,21,195
AB000QJWEV,CLP_protease,18,196
AB000QJXGJ,CLP_protease,11,190
AB000QJY2M,CLP_protease,32,211
AB000QK0NG,CLP_protease,19,195
AB000QK0NH,CLP_protease,53,221
AB000QK27P,CLP_protease,19,199
AB000QKD10,CLP_protease,22,201
AB000QKKYC,CLP_protease,21,200
AB000QKNX6,CLP_protease,23,202
AB000QKP3G,CLP_protease,46,221
AB000QKXAB,CLP_protease,30,210
AB000QKXAC,CLP_protease,16,189
AB000QL032,CLP_protease,20,200
AB000QL12A,CLP_protease,21,190
AB000QL28R,CLP_protease,21,200
AB000QL528,CLP_protease,31,207
AB000QL529,CLP_protease,18,192
AB000QLTNY,SDH_sah,57,138
AB000QLU31,CLP_protease,15,188
AB000QLU32,CLP_protease,29,205
AB000QLUYE,CLP_protease,37,172
AB000QLVIB,CLP_protease,12,191
AB000QME2B,CLP_protease,18,197
AB000QMLPW,CLP_protease,37,173
AB000QMMQC,CLP_protease,13,192
AB000QMNJC,SDH_sah,48,114
AB000QMP3G,CLP_protease,38,223
AB000QMPD3,CLP_protease,18,195
AB000QMQ4G,CLP_protease,27,206
AB000QN8SP,CLP_protease,13,192
AB000QNJ7J,CLP_protease,14,193
AB000QNJAT,CLP_protease,13,192
AB000QNMR2,CLP_protease,13,191
AB000QO2LG,CLP_protease,20,199
AB000QPRQ8,CLP_protease,35,208
AB000QPRQ9,CLP_protease,15,193
AB000QPSI2,CLP_protease,18,191
AB000QPSI3,CLP_protease,33,209
AB000QR6DF,SDH_sah,45,103
AB000QR6JT,CLP_protease,9,182
AB000QR6JU,CLP_protease,32,209
AB000QR84W,CLP_protease,15,193
AB000QR84X,CLP_protease,16,184
AB000QR90B,CLP_protease,33,202
AB000QR9FW,CLP_protease,66,203
AB000QR9NN,CLP_protease,21,200
AB000QRIRA,CLP_protease,22,201
AB000QRKX0,CLP_protease,16,190
AB000QRMF6,CLP_protease,24,197
AB000QRMF7,CLP_protease,33,208
AB000QRMT8,CLP_protease,38,206
AB000QRT8R,CLP_protease,19,198
AB000QRUEX,CLP_protease,17,195
AB000QRVER,CLP_protease,22,201
AB000QRZ10,CLP_protease,29,204
AB000QRZ11,CLP_protease,11,185
AB000QSF3G,CLP_protease,22,201
AB000QSH7Q,CLP_protease,25,192
AB000QSL1R,CLP_protease,41,218
AB000QSL1S,CLP_protease,10,181
AB000QSLV6,CLP_protease,16,187
AB000QSLV7,CLP_protease,16,193
AB000QSNZN,CLP_protease,30,202
AB000QSPQJ,CLP_protease,13,192
AB000QSYOM,CLP_protease,13,193
AB000QSYWK,CLP_protease,13,192
AB000QT7J3,CLP_protease,13,192
AB000QT8E3,CLP_protease,13,192
AB000QU0L4,CLP_protease,34,213
AB000QU0M3,SDH_sah,70,131
AB000R1FNP,CLP_protease,36,205
AB000R1H4S,CLP_protease,22,200
AB000R34KO,CLP_protease,24,203
AB000R34Y9,CLP_protease,39,209
AB000R37A2,CLP_protease,44,219
AB000R44RH,CLP_protease,7,174
AB000R44X4,SDH_sah,49,107
AB000R466J,CLP_protease,13,192
AB000R46DC,CLP_protease,13,194
AB000R4MP4,CLP_protease,88,223
AB000R4N4F,CLP_protease,47,223
AB000R4NPK,CLP_protease,8,180
AB000R4ZQ8,CLP_protease,34,213
AB000R5IM2,CLP_protease,9,180
AB000R5IM3,CLP_protease,25,202
AB000R65T3,CLP_protease,42,210
AB000R66SD,CLP_protease,22,200
AB000R6AAP,CLP_protease,18,197
AB000R6CWS,CLP_protease,13,192
AB000R6DPL,SDH_sah,33,91
AB000R7YBB,SDH_sah,43,139
AB000R7Z4B,CLP_protease,13,192
AB000R8HEW,SDH_sah,87,149
AB000R8HHO,CLP_protease,13,192
AB000R8R4F,CLP_protease,13,192
AB000R8RRB,CLP_protease,13,192
AB000R8UNP,CLP_protease,13,192
AB000R9Q6J,CLP_protease,14,190
AB000RALU4,CLP_protease,13,192
AB000RAPW3,CLP_protease,13,191
AB000RAQBV,SDH_sah,47,114
AB000RAQES,CLP_protease,15,186
AB000RAQXV,CLP_protease,13,191
AB000RAR38,SDH_sah,54,119
AB000RATRW,CLP_protease,14,192
AB000RAUXX,SDH_sah,53,116
AB000RBLMN,CLP_protease,16,188
AB000RBLMO,CLP_protease,47,227
AB000RBN26,CLP_protease,21,200
AB000RBNJH,CLP_protease,15,195
AB000RBNJI,CLP_protease,25,196
AB000RC6FC,CLP_protease,24,203
AB000RC6W1,CLP_protease,15,173
AB000RD6YL,CLP_protease,26,205
AB000RDCCW,CLP_protease,14,192
AB000RDD7E,CLP_protease,15,194
AB000RDFFX,CLP_protease,12,191
AB000RDGZM,CLP_protease,13,192
AB000RDIN6,CLP_protease,14,192
AB000RDISK,CLP_protease,5,175
AB000RDKAI,CLP_protease,13,192
AB000RE0D6,CLP_protease,38,215
AB000RE0D7,CLP_protease,8,179
AB000RIUJK,CLP_protease,14,186
AB000RIUJL,CLP_protease,55,231
AB000RJ2LF,CLP_protease,13,192
AB000RJ33Y,CLP_protease,11,187
AB000RJ9AI,CLP_protease,20,200
AB000RJ9DD,CLP_protease,22,189
AB000RJCI6,CLP_protease,15,193
AB000RJCI7,CLP_protease,16,185
AB000RJEP7,CLP_protease,42,219
AB000RJEP8,CLP_protease,7,181
AB000RJF4Q,CLP_protease,19,193
AB000RJF4R,CLP_protease,24,201
AB000RJFXZ,CLP_protease,16,184
AB000RJFY0,CLP_protease,2,175
AB000RJHOO,CLP_protease,13,192
AB000RJIS3,CLP_protease,13,191
AB000RJJQF,CLP_protease,15,194
AB000RJMCW,CLP_protease,19,193
AB000RJMCX,CLP_protease,25,202
AB000RJN8M,CLP_protease,16,185
AB000RJN8N,CLP_protease,15,194
AB000RJOCO,CLP_protease,16,193
AB000RJOCP,CLP_protease,14,187
AB000RJP77,CLP_protease,10,181
AB000RJP78,CLP_protease,37,214
AB000RJTTQ,CLP_protease,20,199
AB000RJWMT,CLP_protease,32,210
AB000RJXCG,CLP_protease,19,190
AB000RK402,CLP_protease,32,210
AB000RK5BN,CLP_protease,19,192
AB000RL4DT,CLP_protease,13,192
AB000RM878,CLP_protease,21,200
AB000RMAUO,CLP_protease,21,200
AB000RMEQO,CLP_protease,17,196
AB000RNBPQ,CLP_protease,48,223
AB000RNBTX,CLP_protease,9,181
AB000RPF12,CLP_protease,22,201
AB000RR8PB,CLP_protease,15,194
AB000RR9H0,CLP_protease,27,204
AB000RRB8Z,CLP_protease,35,213
AB000RSBDQ,SDH_sah,51,118
AB000RSBZE,CLP_protease,13,192
AB000RSOEJ,CLP_protease,21,200
AB000RT1M0,CLP_protease,19,198
AB000RT2MB,CLP_protease,13,192
AB000RT4MG,SDH_sah,54,120
AB000RT4WA,CLP_protease,46,208
AB000RT4XS,CLP_protease,47,181
AB000RTSWB,CLP_protease,6,179
AB000RTSWC,CLP_protease,33,210
AB000RTTBD,CLP_protease,15,194
AB000RTTBE,CLP_protease,21,168
AB000RTXRE,CLP_protease,13,192
AB000RTY5L,CLP_protease,14,193
AB000RTYTO,CLP_protease,12,190
AB000RU130,CLP_protease,13,192
AB000RU8R6,CLP_protease,34,213
AB000RUJVR,CLP_protease,12,188
AB000RULHX,CLP_protease,13,192
AB000RUR0B,CLP_protease,54,233
AB000RURWG,CLP_protease,2,161
AB000RVH4S,CLP_protease,26,205
AB000RVI35,CLP_protease,45,185
AB000RVI7O,CLP_protease,70,201
AB000RVIU2,CLP_protease,78,207
AB000RVKLA,CLP_protease,78,208
AB000RVKOQ,CLP_protease,35,214
AB000RVKSV,CLP_protease,20,191
AB000RW13B,CLP_protease,27,201
AB000RW13C,CLP_protease,32,211
AB000RWELI,CLP_protease,16,188
AB000RWEZ7,CLP_protease,62,241
AB000RWH7C,CLP_protease,17,196
AB000RWH7D,CLP_protease,15,184
AB000RX9GZ,CLP_protease,22,200
AB000RXAJE,CLP_protease,16,193
AB000RXAJF,CLP_protease,2,164
AB000RXD3B,CLP_protease,37,211
AB000RXD3C,CLP_protease,25,197
AB000RXQEK,CLP_protease,44,218
AB000RXRZ8,CLP_protease,40,180
AB000RXS71,CLP_protease,36,201
AB000RXVB1,CLP_protease,22,200
AB000RY46M,CLP_protease,22,199
AB000RY551,CLP_protease,32,212
AB000RY552,CLP_protease,16,189
AB000RZ70A,CLP_protease,22,201
AB000RZMKR,CLP_protease,21,200
AB000S05TJ,CLP_protease,46,220
AB000S05TK,CLP_protease,39,212
AB000S0FQ5,CLP_protease,42,216
AB000S0SZY,CLP_protease,12,191
AB000S120J,CLP_protease,43,215
AB000S120K,CLP_protease,47,220
AB000S1H5I,CLP_protease,27,206
AB000S23KD,CLP_protease,28,207
AB000S5IGR,CLP_protease,13,192
AB000S6HT2,CLP_protease,48,223
AB000S6PVN,CLP_protease,13,192
AB000S6QSS,CLP_protease,48,227
AB000S7DAU,SDH_sah,67,131
AB000S7DTE,CLP_protease,27,206
AB000S8630,CLP_protease,27,206
AB000S86X1,SDH_sah,71,125
AB000S8A81,CLP_protease,52,226
AB000S8SU7,CLP_protease,20,200
AB000S8TWI,CLP_protease,38,218
AB000S8TWJ,CLP_protease,16,188
AB000S9WAO,CLP_protease,34,213
AB000S9XG6,CLP_protease,28,197
AB000SA66N,CLP_protease,7,181
AB000SA66O,CLP_protease,34,211
AB000SA6WX,CLP_protease,15,185
AB000SA6WY,CLP_protease,15,194
AB000SAEEM,CLP_protease,26,205
AB000SAQCQ,CLP_protease,16,185
AB000SAQCR,CLP_protease,15,193
AB000SARBX,CLP_protease,36,213
AB000SARBY,CLP_protease,8,181
AB000SB4X8,CLP_protease,13,192
AB000SB52J,Phage_capsid,393,637
AB000SB52J,SDH_sah,56,132
AB000SB8EG,CLP_protease,15,194
AB000SB8EH,CLP_protease,13,184
AB000SBB05,CLP_protease,12,186
AB000SBB06,CLP_protease,39,214
AB000SMF69,CLP_protease,17,196
AB000SMXHH,CLP_protease,22,201
AB000SN2CW,CLP_protease,8,187
AB000SNFOV,CLP_protease,25,203
AB000SNITZ,CLP_protease,26,205
AB000SPNPP,CLP_protease,25,197
AB000SPNPQ,CLP_protease,17,194
AB000SQXGC,CLP_protease,30,201
AB000SQXGD,CLP_protease,15,195
AB000SQXQG,CLP_protease,20,198
AB000SQYRZ,CLP_protease,37,217
AB000SQYS0,CLP_protease,16,189
AB000SRGOU,CLP_protease,21,200
AB000SRWHX,CLP_protease,43,217
AB000SS42M,CLP_protease,27,200
AB000SS42N,CLP_protease,45,221
AB000SS6X5,CLP_protease,17,193
AB000SS6X6,CLP_protease,13,185
AB000SS7H8,CLP_protease,29,206
AB000SS7H9,CLP_protease,20,193
AB000STDB0,CLP_protease,13,192
AB000STQFS,CLP_protease,20,199
AB000SU0AP,CLP_protease,14,193
AB000SU5X0,CLP_protease,24,196
AB000SU5X1,CLP_protease,15,195
AB000SU7MP,CLP_protease,34,214
AB000SU7MQ,CLP_protease,16,189
AB000SUAKL,CLP_protease,2,168
AB000SWR81,CLP_protease,27,206
AB000SYPBV,CLP_protease,26,205
AB000SYY7N,CLP_protease,21,200
AB000SYYT2,SDH_sah,30,115
AB000SYYWX,CLP_protease,28,203
AB000T1GU0,CLP_protease,24,203
AB000T1H9N,CLP_protease,25,204
AB000T1HQZ,CLP_protease,23,202
AB000T1I88,CLP_protease,27,206
AB000T1J6M,CLP_protease,24,203
AB000T1RB7,CLP_protease,13,192
AB000T1XDI,CLP_protease,13,192
AB000T209I,CLP_protease,17,196
AB000T25EA,CLP_protease,22,201
AB000T2Q39,CLP_protease,20,189
AB000T2QVV,CLP_protease,21,200
AB000T2VAF,CLP_protease,13,192
AB000T2VBT,SDH_sah,76,129
AB000T53B6,CLP_protease,11,192
AB000T53NM,CLP_protease,40,173
AB000T53W8,SDH_sah,57,119
AB000T5T1F,CLP_protease,47,223
AB000T64MR,SDH_sah,28,184
AB000T65A6,CLP_protease,21,200
AB000T6614,CLP_protease,20,189
AB000TAR4A,CLP_protease,21,200
AB000TARJL,CLP_protease,31,203
AB000TATPN,CLP_protease,34,171
AB000TCAII,CLP_protease,29,201
AB000TCAIJ,CLP_protease,15,195
AB000TCC4K,CLP_protease,25,205
AB000TCC4L,CLP_protease,16,189
AB000TCGWR,CLP_protease,14,195
AB000TCHKT,SDH_sah,55,118
AB000TCI4T,CLP_protease,14,193
AB000TDF95,CLP_protease,26,205
AB000TDHQN,CLP_protease,6,178
AB000TDHQO,CLP_protease,34,210
AB000TDOTQ,CLP_protease,38,213
AB000TDOTR,CLP_protease,18,191
AB000TE7ON,CLP_protease,17,196
AB000TE8RZ,CLP_protease,36,215
AB000TEQT9,CLP_protease,50,223
AB000TFGVZ,CLP_protease,13,192
AB000TFW1Y,Mu-like_gpT,551,625
AB000TFW1Y,SDH_sah,69,129
AB000TFW5L,SDH_sah,71,131
AB000TFWKM,CLP_protease,26,205
AB000TFY86,CLP_protease,13,192
AB000TG013,SDH_sah,50,109
AB000TG06T,SDH_sah,50,109
AB000TGA8D,CLP_protease,38,213
AB000TGA8E,CLP_protease,25,199
AB000TGBSY,CLP_protease,15,195
AB000TGBSZ,CLP_protease,15,187
AB000TGFAE,CLP_protease,26,205
AB000TGLL6,CLP_protease,13,185
AB000TGLL7,CLP_protease,15,194
AB000TGLTD,CLP_protease,9,179
AB000TGLTE,CLP_protease,35,211
AB000TGTG2,CLP_protease,21,199
AB000TGTG3,CLP_protease,24,197
AB000TGZU8,CLP_protease,9,179
AB000TGZU9,CLP_protease,34,210
AB000TH8D7,CLP_protease,17,188
AB000TH8D8,CLP_protease,31,211
AB000TH9I2,CLP_protease,18,197
AB000THTCV,CLP_protease,26,205
AB000TI9GG,CLP_protease,15,187
AB000TI9GH,CLP_protease,30,210
AB000TIAE6,CLP_protease,36,213
AB000TIY53,CLP_protease,13,192
AB000TIZT9,CLP_protease,13,191
AB000TJ1CL,CLP_protease,13,192
AB000TJ24Z,CLP_protease,13,191
AB000TJ3KS,CLP_protease,44,174
AB000TJ63W,CLP_protease,13,192
AB000TJ8QV,CLP_protease,15,193
AB000TJ93R,CLP_protease,13,192
AB000TL0X6,CLP_protease,13,190
AB000TLFDE,CLP_protease,22,201
AB000TM2QO,CLP_protease,20,198
AB000TM4FV,CLP_protease,25,205
AB000TM4FW,CLP_protease,15,186
AB000TODLT,CLP_protease,13,192
AB000TOETB,CLP_protease,34,210
AB000TOETC,CLP_protease,13,188
AB000TOPNG,CLP_protease,13,192
AB000TOQSM,CLP_protease,13,192
AB000TOTJH,CLP_protease,22,201
AB000TR4VU,CLP_protease,21,195
AB000TR4VV,CLP_protease,27,204
AB000TR634,CLP_protease,23,196
AB000TR635,CLP_protease,16,194
AB000TROWQ,CLP_protease,11,190
AB000TS0O9,CLP_protease,14,187
AB000TS0OA,CLP_protease,17,193
AB000TS1JO,CLP_protease,15,194
AB000TS1JP,CLP_protease,11,182
AB000TSWYR,SDH_sah,21,116
AB000TSX6D,CLP_protease,12,191
AB000TT21B,CLP_protease,13,192
AB000TTD9Y,CLP_protease,20,199
AB000TTEKB,CLP_protease,22,202
AB000TTEKC,CLP_protease,17,188
AB000TUSFP,SDH_sah,46,114
AB000TUSOA,CLP_protease,13,192
AB000TV5ZT,CLP_protease,37,174
AB000TV7CK,CLP_protease,13,190
AB000TV8DX,CLP_protease,13,192
AB000TVA4J,CLP_protease,33,205
AB000TVA4K,CLP_protease,36,214
AB000TVAVC,CLP_protease,15,194
AB000TVAVD,CLP_protease,15,187
AB000TVV9N,CLP_protease,47,223
AB000TVVG9,CLP_protease,12,178
AB000TXGJR,SDH_sah,48,121
AB000TXGU3,CLP_protease,11,192
AB000TYMXO,Mu-like_gpT,523,603
AB000TYMXO,SDH_sah,60,127
AB000TYO2B,CLP_protease,13,192
AB000TZ8QG,CLP_protease,10,181
AB000TZ8QH,CLP_protease,41,218
AB000TZ9JV,CLP_protease,15,186
AB000TZ9JW,CLP_protease,15,193
AB000U0IHT,SDH_sah,52,112
AB000U0IMQ,CLP_protease,13,192
AB000U0JTP,CLP_protease,50,224
AB000U0JTQ,CLP_protease,40,217
AB000U0TBN,CLP_protease,14,190
AB000U11T0,CLP_protease,21,200
AB000U163Z,SDH_sah,58,117
AB000U165E,SDH_sah,46,115
AB000U17C7,CLP_protease,13,192
AB000U17J8,SDH_sah,48,107
AB000U1IT0,CLP_protease,16,190
AB000U1L6D,CLP_protease,55,229
AB000U1MWL,CLP_protease,15,189
AB000U1MWM,CLP_protease,21,198
AB000U47RH,CLP_protease,11,190
AB000U6UPQ,CLP_protease,15,194
AB000U6XL2,CLP_protease,13,186
AB000U6XL3,CLP_protease,17,193
AB000U72CH,CLP_protease,18,191
AB000U72CI,CLP_protease,17,193
AB000U73QF,CLP_protease,15,194
AB000U7QAM,CLP_protease,20,191
AB000U7QAN,CLP_protease,15,195
AB000U7QR0,CLP_protease,20,199
AB000U7RXZ,CLP_protease,37,217
AB000U7RY0,CLP_protease,17,189
AB000U97U2,CLP_protease,17,196
AB000U99J6,CLP_protease,21,199
AB000U99M9,CLP_protease,22,201
AB000U9O3G,CLP_protease,13,192
AB000U9P88,CLP_protease,8,187
AB000U9PO5,CLP_protease,14,193
AB000U9ZK0,CLP_protease,26,205
AB000U9ZXH,CLP_protease,56,228
AB000UA0VF,CLP_protease,24,203
AB000UA1BC,CLP_protease,33,204
AB000UA9YZ,CLP_protease,45,220
AB000UAAAZ,CLP_protease,56,193
AB000UAEI3,CLP_protease,57,194
AB000UAEZA,CLP_protease,44,219
AB000UAFPV,CLP_protease,55,193
AB000UAH6F,CLP_protease,45,220
AB000UAY6S,CLP_protease,22,201
AB000UB3BQ,CLP_protease,22,198
AB000UB5E8,CLP_protease,45,221
AB000UB8XL,CLP_protease,13,192
AB000UBA3U,CLP_protease,13,192
AB000UBRF4,CLP_protease,30,201
AB000UBRF5,CLP_protease,15,195
AB000UBUII,CLP_protease,16,189
AB000UBUIJ,CLP_protease,37,217
AB000UBVNB,CLP_protease,20,199
AB000UCBMD,CLP_protease,11,190
AB000UCI0Z,CLP_protease,21,191
AB000UCJC4,CLP_protease,44,219
AB000UCMAX,CLP_protease,11,192
AB000UCMVA,SDH_sah,47,105
AB000UCPC1,CLP_protease,13,192
AB000UCXSZ,CLP_protease,23,200
AB000UDMZA,CLP_protease,28,207
AB000UF9L7,CLP_protease,14,184
AB000UFBW3,CLP_protease,18,199
AB000UFDUO,CLP_protease,14,196
AB000UFFAE,CLP_protease,13,195
AB000UGXQG,CLP_protease,13,192
AB000UHVI6,CLP_protease,20,200
AB000UHYU3,CLP_protease,15,188
AB000UHYU4,CLP_protease,30,210
AB000UHZ2E,CLP_protease,30,201
